city,location,number,first,last
Virginia,"Minnesota, St. Louis",12551,1,1
Rose Creek,"Minnesota, Mower",419,4,9
Greenbush,"Minnesota, Roseau",709,7,9
Adams,"Minnesota, Mower",786,7,6
Kennedy,"Minnesota, Kittson",175,1,5
Grove City,"Minnesota, Meeker",613,6,3
Coon Rapids,"Minnesota, Anoka",62656,6,6
Pine Island,"Minnesota, Goodhue",3038,3,8
Tower,"Minnesota, St. Louis",493,4,3
Beltrami,"Minnesota, Polk",102,1,2
The Ranch,"Minnesota, Mahnomen",2,2,2
Glenwood,"Minnesota, Pope",2527,2,7
Turtle River,"Minnesota, Beltrami",76,7,6
Danube,"Minnesota, Renville",463,4,3
Fish Lake,"Minnesota, Jackson",121,1,1
Good Thunder,"Minnesota, Blue Earth",574,5,4
Porter,"Minnesota, Yellow Medicine",176,1,6
Forada,"Minnesota, Douglas",190,1,0
Roy Lake,"Minnesota, Clearwater",11,1,1
Dumont,"Minnesota, Traverse",90,9,0
International Falls,"Minnesota, Koochiching",6581,6,1
Brookston,"Minnesota, St. Louis",140,1,0
Hopkins,"Minnesota, Hennepin",18678,1,8
Warroad,"Minnesota, Roseau",1763,1,3
Zumbrota,"Minnesota, Goodhue",3314,3,4
Funkley,"Minnesota, Beltrami",5,5,5
Evan,"Minnesota, Brown",86,8,6
Backus,"Minnesota, Cass",250,2,0
Cambridge,"Minnesota, Isanti",15486,1,6
Fertile,"Minnesota, Polk",833,8,3
Onamia,"Minnesota, Mille Lacs",861,8,1
St. Michael,"Minnesota, Wright",17565,1,5
Gary,"Minnesota, Norman",209,2,9
Royalton,"Minnesota, Morrison",1208,1,8
Goodhue,"Minnesota, Goodhue",1176,1,6
Shelly,"Minnesota, Norman",184,1,4
Henning,"Minnesota, Otter Tail",810,8,0
Lindstrom,"Minnesota, Chisago",8664,8,4
Madison Lake,"Minnesota, Blue Earth",1163,1,3
Vergas,"Minnesota, Otter Tail",350,3,0
Grand Meadow,"Minnesota, Mower",1164,1,4
Carver,"Minnesota, Carver",4861,4,1
Gonvick,"Minnesota, Clearwater",286,2,6
Lutsen,"Minnesota, Cook",285,2,5
Minneapolis,"Minnesota, Hennepin",2926757,2,7
Bigfork,"Minnesota, Itasca",445,4,5
Randolph,"Minnesota, Dakota",452,4,2
Effie,"Minnesota, Itasca",118,1,8
Middle River,"Minnesota, Marshall",298,2,8
Grand Marais,"Minnesota, Cook",1359,1,9
Walker,"Minnesota, Cass",932,9,2
Gibbon,"Minnesota, Sibley",746,7,6
Buffalo,"Minnesota, Wright",16744,1,4
Shafer,"Minnesota, Chisago",1074,1,4
Merrifield,"Minnesota, Crow Wing",96,9,6
Babbitt,"Minnesota, St. Louis",1505,1,5
Nelson,"Minnesota, Douglas",191,1,1
Le Sueur,"Minnesota, Le Sueur",3718,3,8
Rushford,"Minnesota, Fillmore",1715,1,5
Emily,"Minnesota, Crow Wing",840,8,0
Conger,"Minnesota, Freeborn",141,1,1
Farmington,"Minnesota, Dakota",23067,2,7
Wyoming,"Minnesota, Chisago",7887,7,7
Felton,"Minnesota, Clay",174,1,4
Alberta,"Minnesota, Stevens",96,9,6
Waverly,"Minnesota, Wright",1450,1,0
Osseo,"Minnesota, Hennepin",2768,2,8
Leonidas,"Minnesota, St. Louis",51,5,1
Lake Benton,"Minnesota, Lincoln",640,6,0
Lakefield,"Minnesota, Jackson",1626,1,6
Becker,"Minnesota, Sherburne",4157,4,7
La Crescent,"Minnesota, Houston",5028,5,8
Cottonwood,"Minnesota, Lyon",1239,1,9
North Oaks,"Minnesota, Ramsey",5207,5,7
Dodge Center,"Minnesota, Dodge",2692,2,2
Magnolia,"Minnesota, Rock",214,2,4
Racine,"Minnesota, Mower",547,5,7
Cobden,"Minnesota, Brown",36,3,6
Silver Creek,"Minnesota, Wright",244,2,4
Canby,"Minnesota, Yellow Medicine",1701,1,1
Ellendale,"Minnesota, Steele",690,6,0
Willernie,"Minnesota, Washington",508,5,8
Alexandria,"Minnesota, Douglas",20851,2,1
Elko New Market,"Minnesota, Scott",4484,4,4
Florence,"Minnesota, Lyon",38,3,8
Donaldson,"Minnesota, Kittson",39,3,9
Redwood Falls,"Minnesota, Redwood",4708,4,8
Taopi,"Minnesota, Mower",60,6,0
St. Charles,"Minnesota, Winona",2995,2,5
Vining,"Minnesota, Otter Tail",78,7,8
Hoffman,"Minnesota, Grant",676,6,6
Leonard,"Minnesota, Clearwater",42,4,2
Avoca,"Minnesota, Murray",138,1,8
Kenyon,"Minnesota, Goodhue",1806,1,6
Longville,"Minnesota, Cass",150,1,0
Roosevelt,"Minnesota, Roseau",141,1,1
Taconite,"Minnesota, Itasca",633,6,3
Long Beach,"Minnesota, Pope",409,4,9
Morgan,"Minnesota, Redwood",850,8,0
Hawley,"Minnesota, Clay",2190,2,0
New Trier,"Minnesota, Dakota",109,1,9
Henderson,"Minnesota, Sibley",914,9,4
Marble,"Minnesota, Itasca",677,6,7
Little Falls,"Minnesota, Morrison",9411,9,1
Iona,"Minnesota, Murray",135,1,5
Lengby,"Minnesota, Polk",87,8,7
Hugo,"Minnesota, Washington",14828,1,8
Barnum,"Minnesota, Carlton",601,6,1
Mankato,"Minnesota, Blue Earth",61912,6,2
Winnebago,"Minnesota, Faribault",1351,1,1
Greenwald,"Minnesota, Stearns",220,2,0
Eagle Lake,"Minnesota, Blue Earth",3030,3,0
Kinney,"Minnesota, St. Louis",171,1,1
Stewart,"Minnesota, McLeod",547,5,7
Argyle,"Minnesota, Marshall",642,6,2
Crookston,"Minnesota, Polk",7865,7,5
St. Leo,"Minnesota, Yellow Medicine",93,9,3
Oak Grove,"Minnesota, Anoka",8735,8,5
Seaforth,"Minnesota, Redwood",83,8,3
Stephen,"Minnesota, Marshall",646,6,6
Tonka Bay,"Minnesota, Hennepin",1561,1,1
Motley,"Minnesota, Morrison",654,6,4
Whipholt,"Minnesota, Cass",96,9,6
Upsala,"Minnesota, Morrison",423,4,3
Olivia,"Minnesota, Renville",2350,2,0
Callaway,"Minnesota, Becker",232,2,2
Comstock,"Minnesota, Clay",96,9,6
Odin,"Minnesota, Watonwan",104,1,4
Staples,"Minnesota, Todd",2766,2,6
Mapleton,"Minnesota, Blue Earth",1703,1,3
St. Francis,"Minnesota, Anoka",6595,6,5
Medford,"Minnesota, Steele",1272,1,2
Clitherall,"Minnesota, Otter Tail",105,1,5
Tintah,"Minnesota, Traverse",58,5,8
Burtrum,"Minnesota, Todd",137,1,7
Kensington,"Minnesota, Douglas",298,2,8
Fountain,"Minnesota, Fillmore",406,4,6
Atwater,"Minnesota, Kandiyohi",1117,1,7
Biwabik,"Minnesota, St. Louis",981,9,1
Golden Valley,"Minnesota, Hennepin",21520,2,0
Lake St. Croix Beach,"Minnesota, Washington",1073,1,3
Naytahwaush,"Minnesota, Mahnomen",471,4,1
Iron Junction,"Minnesota, St. Louis",87,8,7
Randall,"Minnesota, Morrison",623,6,3
Clontarf,"Minnesota, Swift",160,1,0
Finland,"Minnesota, Lake",189,1,9
Barnesville,"Minnesota, Clay",2583,2,3
Perham,"Minnesota, Otter Tail",3357,3,7
Norwood Young America,"Minnesota, Carver",3656,3,6
Humboldt,"Minnesota, Kittson",42,4,2
Wilder,"Minnesota, Jackson",59,5,9
Squaw Lake,"Minnesota, Itasca",106,1,6
Hinckley,"Minnesota, Pine",1857,1,7
Ulen,"Minnesota, Clay",544,5,4
Elba,"Minnesota, Winona",154,1,4
Arlington,"Minnesota, Sibley",2153,2,3
Champlin,"Minnesota, Hennepin",25022,2,2
Circle Pines,"Minnesota, Anoka",4978,4,8
Wanamingo,"Minnesota, Goodhue",1079,1,9
Jordan,"Minnesota, Scott",5954,5,4
Winton,"Minnesota, St. Louis",168,1,8
Blue Earth,"Minnesota, Faribault",3045,3,5
Borup,"Minnesota, Norman",107,1,7
Garrison,"Minnesota, Crow Wing",212,2,2
Hallock,"Minnesota, Kittson",908,9,8
East Gull Lake,"Minnesota, Cass",1022,1,2
The Lakes,"Minnesota, Murray",679,6,9
Garfield,"Minnesota, Douglas",352,3,2
Bigelow,"Minnesota, Nobles",235,2,5
Rochester,"Minnesota, Olmsted",116713,1,3
Dundas,"Minnesota, Rice",1519,1,9
Strandquist,"Minnesota, Marshall",68,6,8
Dayton,"Minnesota, Hennepin",5791,5,1
Alpha,"Minnesota, Jackson",120,1,0
Pease,"Minnesota, Mille Lacs",231,2,1
Bellingham,"Minnesota, Lac qui Parle",151,1,1
Cannon Falls,"Minnesota, Goodhue",3911,3,1
Okabena,"Minnesota, Jackson",201,2,1
Darwin,"Minnesota, Meeker",353,3,3
Lake Park,"Minnesota, Becker",801,8,1
Louisburg,"Minnesota, Lac qui Parle",43,4,3
New York Mills,"Minnesota, Otter Tail",1224,1,4
Ruthton,"Minnesota, Pipestone",223,2,3
Finlayson,"Minnesota, Pine",304,3,4
Lakeland Shores,"Minnesota, Washington",315,3,5
Altura,"Minnesota, Winona",480,4,0
Byron,"Minnesota, Olmsted",5371,5,1
North Mankato,"Minnesota, Nicollet",13746,1,6
Wayzata,"Minnesota, Hennepin",4586,4,6
Bluffton,"Minnesota, Otter Tail",212,2,2
Sartell,"Minnesota, Stearns",17752,1,2
St. Augusta,"Minnesota, Stearns",3686,3,6
Cold Spring,"Minnesota, Stearns",4412,4,2
Eagle Bend,"Minnesota, Todd",523,5,3
Taylors Falls,"Minnesota, Chisago",1018,1,8
New Prague,"Minnesota, Le Sueur",8376,8,6
Shorewood,"Minnesota, Hennepin",7978,7,8
Keewatin,"Minnesota, Itasca",1026,1,6
Bellechester,"Minnesota, Goodhue",173,1,3
Elmore,"Minnesota, Faribault",624,6,4
Rosemount,"Minnesota, Dakota",24344,2,4
Albany,"Minnesota, Stearns",2698,2,8
Grant,"Minnesota, Washington",4149,4,9
West Union,"Minnesota, Todd",124,1,4
Hollandale,"Minnesota, Freeborn",300,3,0
Chokio,"Minnesota, Stevens",377,3,7
Monticello,"Minnesota, Wright",27215,2,5
Stacy,"Minnesota, Chisago",1507,1,7
Wrenshall,"Minnesota, Carlton",410,4,0
Pelican Rapids,"Minnesota, Otter Tail",2466,2,6
La Prairie,"Minnesota, Itasca",660,6,0
Albertville,"Minnesota, Wright",7403,7,3
Hastings,"Minnesota, Dakota",22882,2,2
Brandon,"Minnesota, Douglas",484,4,4
East Bethel,"Minnesota, Anoka",11928,1,8
Minnesota City,"Minnesota, Winona",196,1,6
Heidelberg,"Minnesota, Le Sueur",125,1,5
Gaylord,"Minnesota, Sibley",2223,2,3
St. Martin,"Minnesota, Stearns",340,3,0
Elrosa,"Minnesota, Stearns",222,2,2
Ronneby,"Minnesota, Benton",28,2,8
Mountain Lake,"Minnesota, Cottonwood",2061,2,1
Vesta,"Minnesota, Redwood",300,3,0
Browerville,"Minnesota, Todd",755,7,5
Savage,"Minnesota, Scott",31352,3,2
Foley,"Minnesota, Benton",2634,2,4
Mahnomen,"Minnesota, Mahnomen",1259,1,9
Ball Club,"Minnesota, Itasca",246,2,6
Detroit Lakes,"Minnesota, Becker",8575,8,5
Rock Creek,"Minnesota, Pine",1620,1,0
Trosky,"Minnesota, Pipestone",79,7,9
Clinton,"Minnesota, Big Stone",418,4,8
Greenfield,"Minnesota, Hennepin",2992,2,2
Carlton,"Minnesota, Carlton",1031,1,1
Mountain Iron,"Minnesota, St. Louis",2863,2,3
Boyd,"Minnesota, Lac qui Parle",159,1,9
Frost,"Minnesota, Faribault",185,1,5
Hendrum,"Minnesota, Norman",292,2,2
Zumbro Falls,"Minnesota, Wabasha",242,2,2
New Germany,"Minnesota, Carver",408,4,8
Blackduck,"Minnesota, Beltrami",770,7,0
Riverton,"Minnesota, Crow Wing",114,1,4
Willow River,"Minnesota, Pine",399,3,9
Holdingford,"Minnesota, Stearns",712,7,2
Winthrop,"Minnesota, Sibley",1354,1,4
Janesville,"Minnesota, Waseca",2259,2,9
Park Rapids,"Minnesota, Hubbard",3683,3,3
Graceville,"Minnesota, Big Stone",552,5,2
Granada,"Minnesota, Martin",286,2,6
Lonsdale,"Minnesota, Rice",3766,3,6
Hayward,"Minnesota, Freeborn",244,2,4
Vadnais Heights,"Minnesota, Ramsey",13561,1,1
Medina,"Minnesota, Hennepin",6460,6,0
Medicine Lake,"Minnesota, Hennepin",375,3,5
Kettle River,"Minnesota, Carlton",175,1,5
Fisher,"Minnesota, Polk",424,4,4
Hanover,"Minnesota, Wright",3456,3,6
Heron Lake,"Minnesota, Jackson",656,6,6
Hokah,"Minnesota, Houston",553,5,3
Watertown,"Minnesota, Carver",4365,4,5
Lafayette,"Minnesota, Nicollet",492,4,2
Twin Valley,"Minnesota, Norman",783,7,3
Hampton,"Minnesota, Dakota",696,6,6
Kasota,"Minnesota, Le Sueur",662,6,2
Inver Grove Heights,"Minnesota, Dakota",35392,3,2
Hitterdal,"Minnesota, Clay",210,2,0
Denham,"Minnesota, Pine",34,3,4
Newfolden,"Minnesota, Marshall",367,3,7
Afton,"Minnesota, Washington",3010,3,0
Ironton,"Minnesota, Crow Wing",561,5,1
Thief River Falls,"Minnesota, Pennington",9156,9,6
Proctor,"Minnesota, St. Louis",3058,3,8
Sabin,"Minnesota, Clay",552,5,2
Alden,"Minnesota, Freeborn",641,6,1
Roscoe,"Minnesota, Stearns",108,1,8
Brooklyn Park,"Minnesota, Hennepin",80581,8,1
Edina,"Minnesota, Hennepin",51958,5,8
Long Prairie,"Minnesota, Todd",3226,3,6
Dovray,"Minnesota, Murray",52,5,2
Big Falls,"Minnesota, Koochiching",219,2,9
Richmond,"Minnesota, Stearns",1442,1,2
Nicollet,"Minnesota, Nicollet",1139,1,9
Madelia,"Minnesota, Watonwan",2239,2,9
Foreston,"Minnesota, Mille Lacs",520,5,0
Pine Springs,"Minnesota, Washington",396,3,6
Underwood,"Minnesota, Otter Tail",357,3,7
Ramsey,"Minnesota, Anoka",26587,2,7
Ghent,"Minnesota, Lyon",369,3,9
Litchfield,"Minnesota, Meeker",6529,6,9
Coates,"Minnesota, Dakota",159,1,9
Spicer,"Minnesota, Kandiyohi",1200,1,0
Brooten,"Minnesota, Stearns",745,7,5
Two Harbors,"Minnesota, Lake",3370,3,0
Osage,"Minnesota, Becker",325,3,5
Delano,"Minnesota, Wright",5827,5,7
Crosby,"Minnesota, Crow Wing",3416,3,6
Kelliher,"Minnesota, Beltrami",268,2,8
Mendota Heights,"Minnesota, Dakota",11343,1,3
Lake City,"Minnesota, Wabasha",5149,5,9
Pine River,"Minnesota, Cass",928,9,8
Trail,"Minnesota, Polk",46,4,6
Lake Lillian,"Minnesota, Kandiyohi",235,2,5
Farwell,"Minnesota, Pope",51,5,1
Bena,"Minnesota, Cass",121,1,1
Blaine,"Minnesota, Anoka",64557,6,7
Hadley,"Minnesota, Murray",57,5,7
Alvarado,"Minnesota, Marshall",360,3,0
Harding,"Minnesota, Morrison",125,1,5
Rutledge,"Minnesota, Pine",221,2,1
Moose Lake,"Minnesota, Carlton",3132,3,2
Brownton,"Minnesota, McLeod",731,7,1
Clarissa,"Minnesota, Todd",653,6,3
Houston,"Minnesota, Houston",960,9,0
Redby,"Minnesota, Beltrami",1405,1,5
Red Wing,"Minnesota, Goodhue",14325,1,5
Karlstad,"Minnesota, Kittson",714,7,4
McGrath,"Minnesota, Aitkin",74,7,4
Worthington,"Minnesota, Nobles",13093,1,3
Warren,"Minnesota, Marshall",1554,1,4
Buhl,"Minnesota, St. Louis",982,9,2
Big Lake,"Minnesota, Sherburne",10915,1,5
Frontenac,"Minnesota, Goodhue",184,1,4
Tyler,"Minnesota, Lincoln",1082,1,2
Beardsley,"Minnesota, Big Stone",215,2,5
Morris,"Minnesota, Stevens",5134,5,4
Nevis,"Minnesota, Hubbard",411,4,1
Deer River,"Minnesota, Itasca",934,9,4
Genola,"Minnesota, Morrison",67,6,7
Jasper,"Minnesota, Pipestone",601,6,1
Baxter,"Minnesota, Crow Wing",8278,8,8
Belgrade,"Minnesota, Stearns",773,7,3
Morton,"Minnesota, Renville",378,3,8
Elk River,"Minnesota, Sherburne",24506,2,6
Ihlen,"Minnesota, Pipestone",66,6,6
Howard Lake,"Minnesota, Wright",2054,2,4
Ceylon,"Minnesota, Martin",344,3,4
Cromwell,"Minnesota, Carlton",231,2,1
Marine on St. Croix,"Minnesota, Washington",714,7,4
Hill City,"Minnesota, Aitkin",591,5,1
Audubon,"Minnesota, Becker",530,5,0
Austin,"Minnesota, Mower",25321,2,1
Flensburg,"Minnesota, Morrison",227,2,7
Echo,"Minnesota, Yellow Medicine",257,2,7
Evansville,"Minnesota, Douglas",599,5,9
Georgetown,"Minnesota, Clay",127,1,7
Hartland,"Minnesota, Freeborn",309,3,9
Wendell,"Minnesota, Grant",162,1,2
Askov,"Minnesota, Pine",354,3,4
New Hope,"Minnesota, Hennepin",21063,2,3
Annandale,"Minnesota, Wright",3405,3,5
White Bear Lake,"Minnesota, Ramsey",25888,2,8
Steen,"Minnesota, Rock",172,1,2
Holland,"Minnesota, Pipestone",164,1,4
St. Rosa,"Minnesota, Stearns",73,7,3
Miesville,"Minnesota, Dakota",124,1,4
Clear Lake,"Minnesota, Sherburne",683,6,3
Pemberton,"Minnesota, Blue Earth",240,2,0
Bertha,"Minnesota, Todd",472,4,2
Montgomery,"Minnesota, Le Sueur",2581,2,1
Claremont,"Minnesota, Dodge",542,5,2
Oak Park Heights,"Minnesota, Washington",4918,4,8
Sedan,"Minnesota, Pope",47,4,7
Herman,"Minnesota, Grant",437,4,7
Dent,"Minnesota, Otter Tail",189,1,9
Waldorf,"Minnesota, Waseca",227,2,7
Brewster,"Minnesota, Nobles",475,4,5
Eden Prairie,"Minnesota, Hennepin",64400,6,0
Round Lake,"Minnesota, Nobles",374,3,4
Tamarack,"Minnesota, Aitkin",90,9,0
Manchester,"Minnesota, Freeborn",55,5,5
Vermillion,"Minnesota, Dakota",422,4,2
Gilman,"Minnesota, Benton",218,2,8
Breezy Point,"Minnesota, Crow Wing",2381,2,1
Nisswa,"Minnesota, Crow Wing",2034,2,4
Spring Hill,"Minnesota, Stearns",94,9,4
Little Canada,"Minnesota, Ramsey",10477,1,7
Hector,"Minnesota, Renville",1060,1,0
Lastrup,"Minnesota, Morrison",99,9,9
Wolverton,"Minnesota, Wilkin",134,1,4
Holloway,"Minnesota, Swift",87,8,7
Hardwick,"Minnesota, Rock",188,1,8
Beaulieu,"Minnesota, Mahnomen",37,3,7
Andover,"Minnesota, Anoka",32902,3,2
St. Cloud,"Minnesota, Stearns",114225,1,5
Maynard,"Minnesota, Chippewa",351,3,1
Dundee,"Minnesota, Nobles",69,6,9
Chanhassen,"Minnesota, Carver",25558,2,8
Melrose,"Minnesota, Stearns",3138,3,8
Bruno,"Minnesota, Pine",99,9,9
Badger,"Minnesota, Roseau",360,3,0
Eyota,"Minnesota, Olmsted",2015,2,5
Mazeppa,"Minnesota, Wabasha",840,8,0
Avon,"Minnesota, Stearns",1550,1,0
Barrett,"Minnesota, Grant",409,4,9
St. Marys Point,"Minnesota, Washington",386,3,6
St. Bonifacius,"Minnesota, Hennepin",2388,2,8
Gilbert,"Minnesota, St. Louis",1796,1,6
Hermantown,"Minnesota, St. Louis",9513,9,3
Mapleview,"Minnesota, Mower",174,1,4
Balaton,"Minnesota, Lyon",628,6,8
Ellsworth,"Minnesota, Nobles",465,4,5
Watkins,"Minnesota, Meeker",942,9,2
Maple Grove,"Minnesota, Hennepin",71066,7,6
Sauk Centre,"Minnesota, Stearns",4313,4,3
Richfield,"Minnesota, Hennepin",36151,3,1
Kingston,"Minnesota, Meeker",161,1,1
Wadena,"Minnesota, Wadena",3915,3,5
Millerville,"Minnesota, Douglas",104,1,4
McKinley,"Minnesota, St. Louis",124,1,4
Hamburg,"Minnesota, Carver",526,5,6
Albert Lea,"Minnesota, Freeborn",17558,1,8
Homer,"Minnesota, Winona",190,1,0
Freeport,"Minnesota, Stearns",666,6,6
Garden City,"Minnesota, Blue Earth",344,3,4
Kimball,"Minnesota, Stearns",791,7,1
Eden Valley,"Minnesota, Meeker",1034,1,4
Utica,"Minnesota, Winona",281,2,1
Hendricks,"Minnesota, Lincoln",679,6,9
Raymond,"Minnesota, Kandiyohi",754,7,4
Sauk Rapids,"Minnesota, Benton",13722,1,2
Storden,"Minnesota, Cottonwood",207,2,7
Shakopee,"Minnesota, Scott",40893,4,3
Sunburg,"Minnesota, Kandiyohi",99,9,9
East Grand Forks,"Minnesota, Polk",8631,8,1
Grand Rapids,"Minnesota, Itasca",9603,9,3
Lake George,"Minnesota, Hubbard",220,2,0
Federal Dam,"Minnesota, Cass",110,1,0
Gully,"Minnesota, Polk",67,6,7
Trommald,"Minnesota, Crow Wing",101,1,1
Wheaton,"Minnesota, Traverse",1316,1,6
Paynesville,"Minnesota, Stearns",2494,2,4
Dakota,"Minnesota, Winona",308,3,8
St. Joseph,"Minnesota, Stearns",7126,7,6
Waseca,"Minnesota, Waseca",9098,9,8
Scanlon,"Minnesota, Carlton",965,9,5
Brooklyn Center,"Minnesota, Hennepin",31006,3,6
Ada,"Minnesota, Norman",1620,1,0
Minnetonka,"Minnesota, Hennepin",53085,5,5
Kellogg,"Minnesota, Wabasha",453,4,3
Akeley,"Minnesota, Hubbard",437,4,7
Coleraine,"Minnesota, Itasca",1970,1,0
Nimrod,"Minnesota, Wadena",65,6,5
Dassel,"Minnesota, Meeker",1419,1,9
Deerwood,"Minnesota, Crow Wing",521,5,1
Waltham,"Minnesota, Mower",150,1,0
Brainerd,"Minnesota, Crow Wing",19574,1,4
Glyndon,"Minnesota, Clay",1373,1,3
Warba,"Minnesota, Itasca",180,1,0
Cleveland,"Minnesota, Le Sueur",717,7,7
Lamberton,"Minnesota, Redwood",775,7,5
Pennock,"Minnesota, Kandiyohi",510,5,0
Murdock,"Minnesota, Swift",265,2,5
Wilmont,"Minnesota, Nobles",340,3,0
Twin Lakes,"Minnesota, Freeborn",148,1,8
Elkton,"Minnesota, Mower",145,1,5
North Branch,"Minnesota, Chisago",6662,6,2
Oklee,"Minnesota, Red Lake",425,4,5
Ogilvie,"Minnesota, Kanabec",367,3,7
Goodview,"Minnesota, Winona",4109,4,9
Correll,"Minnesota, Big Stone",32,3,2
Angle Inlet,"Minnesota, Lake of the Woods",17,1,7
Green Isle,"Minnesota, Sibley",542,5,2
Hoyt Lakes,"Minnesota, St. Louis",1978,1,8
Eagan,"Minnesota, Dakota",66627,6,7
Quamba,"Minnesota, Kanabec",128,1,8
Minneiska,"Minnesota, Winona",109,1,9
Apple Valley,"Minnesota, Dakota",52435,5,5
Nassau,"Minnesota, Lac qui Parle",68,6,8
Bejou,"Minnesota, Mahnomen",92,9,2
Bird Island,"Minnesota, Renville",969,9,9
Laporte,"Minnesota, Hubbard",112,1,2
Lynd,"Minnesota, Lyon",461,4,1
Chandler,"Minnesota, Murray",251,2,1
Cokato,"Minnesota, Wright",4314,4,4
Fifty Lakes,"Minnesota, Crow Wing",403,4,3
Lake Shore,"Minnesota, Cass",1046,1,6
Dawson,"Minnesota, Lac qui Parle",1410,1,0
Mahtomedi,"Minnesota, Washington",8191,8,1
Buckman,"Minnesota, Morrison",271,2,1
Walters,"Minnesota, Faribault",67,6,7
Sargeant,"Minnesota, Mower",61,6,1
Orono,"Minnesota, Hennepin",8147,8,7
Starbuck,"Minnesota, Pope",1253,1,3
Eitzen,"Minnesota, Houston",252,2,2
Corcoran,"Minnesota, Hennepin",5912,5,2
Arden Hills,"Minnesota, Ramsey",10362,1,2
Minneota,"Minnesota, Lyon",1371,1,1
Montrose,"Minnesota, Wright",4974,4,4
Lakeland,"Minnesota, Washington",1826,1,6
Bayport,"Minnesota, Washington",3735,3,5
Ortonville,"Minnesota, Big Stone",1805,1,5
Trenton,"Michigan, Wayne",18255,1,5
Sanford,"Michigan, Midland",841,8,1
Stanton,"Michigan, Montcalm",1428,1,8
Glen Arbor,"Michigan, Leelanau",131,1,1
Rapid City,"Michigan, Kalkaska",1614,1,4
Sturgis,"Michigan, St. Joseph",12837,1,7
Inkster,"Michigan, Wayne",24453,2,3
White Pine,"Michigan, Ontonagon",452,4,2
Norton Shores,"Michigan, Muskegon",24501,2,1
Wolf Lake,"Michigan, Muskegon",3980,3,0
Lake Fenton,"Michigan, Genesee",5279,5,9
Almont,"Michigan, Lapeer",2848,2,8
Escanaba,"Michigan, Delta",20199,2,9
Alpena,"Michigan, Alpena",13597,1,7
Grand Beach,"Michigan, Berrien",281,2,1
Dansville,"Michigan, Ingham",565,5,5
Delton,"Michigan, Barry",913,9,3
Jasper,"Michigan, Lenawee",379,3,9
Buckley,"Michigan, Wexford",714,7,4
Gwinn,"Michigan, Marquette",2072,2,2
Wyoming,"Michigan, Kent",75938,7,8
Walloon Lake,"Michigan, Charlevoix",312,3,2
Eastwood,"Michigan, Kalamazoo",5766,5,6
Whittemore,"Michigan, Iosco",373,3,3
Port Hope,"Michigan, Huron",251,2,1
Holt,"Michigan, Ingham",24912,2,2
Rockford,"Michigan, Kent",6264,6,4
Norwood,"Michigan, Charlevoix",144,1,4
Lupton,"Michigan, Ogemaw",266,2,6
Ann Arbor,"Michigan, Washtenaw",326288,3,8
Manistique,"Michigan, Schoolcraft",3292,3,2
Climax,"Michigan, Kalamazoo",784,7,4
Livonia,"Michigan, Wayne",94105,9,5
Barton Hills,"Michigan, Washtenaw",302,3,2
Grand Blanc,"Michigan, Genesee",7889,7,9
Ossineke,"Michigan, Alpena",1006,1,6
Eastlake,"Michigan, Manistee",503,5,3
Cadillac,"Michigan, Wexford",11792,1,2
Montague,"Michigan, Muskegon",2351,2,1
Luna Pier,"Michigan, Monroe",1411,1,1
Grant,"Michigan, Newaygo",883,8,3
Boyne Falls,"Michigan, Charlevoix",295,2,5
Fair Plain,"Michigan, Berrien",7324,7,4
Vermontville,"Michigan, Eaton",767,7,7
Westphalia,"Michigan, Clinton",933,9,3
Merrill,"Michigan, Saginaw",735,7,5
Lake Odessa,"Michigan, Ionia",2029,2,9
Caberfae,"Michigan, Wexford",34,3,4
Detroit,"Michigan, Wayne",3522206,3,6
Nessen City,"Michigan, Benzie",98,9,8
Concord,"Michigan, Jackson",1046,1,6
Lake Orion,"Michigan, Oakland",3108,3,8
Milan,"Michigan, Washtenaw",7787,7,7
Frankenmuth,"Michigan, Saginaw",5277,5,7
Le Roy,"Michigan, Osceola",251,2,1
DeWitt,"Michigan, Clinton",4712,4,2
Mason,"Michigan, Ingham",8409,8,9
Keego Harbor,"Michigan, Oakland",3398,3,8
Perrinton,"Michigan, Gratiot",393,3,3
West Ishpeming,"Michigan, Marquette",2956,2,6
Lewiston,"Michigan, Montmorency",1209,1,9
Madison Heights,"Michigan, Oakland",30050,3,0
Tekonsha,"Michigan, Calhoun",706,7,6
Harrisville,"Michigan, Alcona",467,4,7
New Era,"Michigan, Oceana",443,4,3
St. Johns,"Michigan, Clinton",8448,8,8
Detroit Beach,"Michigan, Monroe",1797,1,7
Powers,"Michigan, Menominee",410,4,0
Freeland,"Michigan, Saginaw",7271,7,1
Barryton,"Michigan, Mecosta",353,3,3
Melvin,"Michigan, Sanilac",170,1,0
Hardwood Acres,"Michigan, Benzie",432,4,2
Scottville,"Michigan, Mason",1217,1,7
Filer City,"Michigan, Manistee",90,9,0
Bay View,"Michigan, Emmet",315,3,5
Sterling Heights,"Michigan, Macomb",132631,1,1
Dollar Bay,"Michigan, Houghton",813,8,3
New Lothrop,"Michigan, Shiawassee",560,5,0
Quinnesec,"Michigan, Dickinson",843,8,3
Standish,"Michigan, Arenac",1405,1,5
Bloomingdale,"Michigan, Van Buren",441,4,1
Buchanan,"Michigan, Berrien",4313,4,3
Clawson,"Michigan, Oakland",11946,1,6
Deerfield,"Michigan, Lenawee",865,8,5
St. Louis,"Michigan, Gratiot",7298,7,8
